Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3592857043.05057,3094565870.64237,2319243435.96096,2371813323.57343,1702314267.59123,1752999370.46158,1695122173.91304,1930081168.83117,1698717504.65549,1170782957.37443,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988342907.03096,3408255450.5509,4401173151.93767,6054824248.24221,5439434271.78807,6974982369.60155,8414352020.49442,8709138634.82921,9496717875.51932,9402090137.7423,7797667196.73087,7980917075.7748,9514404016.20949,11252353420.8798,11736797054.6965,11530746234.4492,13691869264.0794,14525337523.7271,16711906746.2133,18200340853.6517
Moldova,MDA,"Population, total",SP.POP.TOTL,2058020,2103327,2147227,2188895,2228000,2265287,2301871,2337695,2373073,2408469,2437590,2460611,2484742,2510584,2538164,2566998,2596491,2626298,2656211,2683035,2708675,2735987,2763101,2791207,2820518,2850787,2883057,2916306,2948891,2970039,2977912,2981566,2980965,2975966,2966745,2953200,2947293,2936413,2935227,2930622,2924668,2918135,2911385,2903198,2896023,2888985,2880967,2874299,2868833,2865213,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189,2707203,2664224,2635130,2595809,2528654,2457783,2389275
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,293127333.238065,327706210.435217,402451900.821288,523554039.203208,563949254.114034,711978961.893674,735324244.667397,811191392.224277,1000555218.03209,1209870147.49099,1378175524.11186,1205188647.93163,1143216456.56796,1092560364.51959,1037329604.35108,1082867507.33142,1515234743.47367,1839081463.27676,2000704744.91538,2010083833.1726,2481307077.10989,2480540845.33242,2737049230.70442,2574494355.73357,2720332134.53623,3130309995.30848,3137886994.52207,2840195190.36905,2934593467.68589,2907118641.17756,2654462665.26893,2673723033.71239,2919647981.81473,3597089750.78276,4043551488.82603,4204652898.73103,4586826512.71356,5875790766.2621,6502942244.93068,5474379252.34114,5367561569.59548,6088689808.38347,5742749294.00852,6555591709.88585,7070017323.65476,6264756528.37691,6471290793.55029,6430254652.58934,7184333936.01355,7383496254.23721,6730736282.78961,8623242743.29564,8800430486.17137,9995350547.12166,..
Monaco,MCO,"Population, total",SP.POP.TOTL,21808,21901,22078,22385,22686,22941,23131,23230,23437,23831,24229,24576,24862,25072,25235,25500,25895,26273,26605,26892,27122,27293,27561,27960,28356,28731,29093,29446,29781,30084,30358,30625,30887,31136,31375,31609,31837,32063,32267,32410,32455,32447,32422,32374,32307,32210,32057,31837,31836,32364,33163,33946,34711,35447,36128,36757,37276,37678,38154,38109,38050,38527,38931,38956,38631
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2101394100,2310099100,2552401933.33333,2725736633.33333,2098734600,2186505475,2896178866.66667,3020611600,3204461566.66667,3576966800,2560785660,2379018326.31579,1317611863.84977,768401634.154573,925817092.217484,1452165005.2384,1345719472.35883,1180934202.83801,1124440204.84738,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471601.10421,3414055661.61598,4234999703.90059,5623216608.04288,4583850367.88972,7189481998.90094,10409797377.8571,12292770631.565,12582122604.2577,12226514668.0622,11619892590.6941,11181350649.3573,11480847740.736,13178094720.4986,14206359017.5143,13312981429.0891,15286441737.6686,17146471713.748,20325121393.9074,23586055802.4517
Mongolia,MNG,"Population, total",SP.POP.TOTL,977595,1009284,1041444,1071362,1100234,1131177,1163754,1196996,1229930,1262284,1295272,1330071,1366821,1405502,1446050,1488296,1531945,1576245,1619468,1660659,1701335,1742857,1785364,1829092,1874349,1921514,1970965,2022800,2076322,2124185,2098710,2165342,2167790,2165130,2189395,2224945,2259507,2291750,2323809,2356813,2388299,2417751,2449027,2480374,2508412,2536407,2567168,2601850,2643201,2691115,2738622,2786317,2839705,2899011,2963113,3026864,3088856,3148917,3208189,3267673,3327204,3383741,3433748,3481145,3524788
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,838288806.001293,854261160.714286,828950327.353261,984293043.811565,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680711743.77224,4545674527.61096,4159330369.5471,4142983843.4912,4544428421.49513,4087526241.81268,4465772400.37453,4593853290.963,4054730077.57718,4376930578.32395,4856599480.79882,5506942238.35668,5542054181.12616,4769996866.00758,5861427505.12493,6229801580.79157,7530593375.22034,8069536125.80285
Montenegro,MNE,"Population, total",SP.POP.TOTL,480579,491140,502558,513409,521753,526327,526419,522796,517481,513340,512407,515449,521785,530220,538902,546487,552562,557576,562065,566888,572608,579445,587001,594506,600884,605398,607711,608144,607413,606571,606372,607105,608516,610170,611389,611712,611003,609520,607662,606001,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620345,621418,622587,623744,624651,625353,625982,626438,626753,626590,625053,623591,623529,623831
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2037154741.93211,2025693539.55842,2379611124.61442,2657252578.30763,2798345298.57781,2948331090.46752,2876401297.10759,3046345314.38655,3271422332.61996,3651622668.95103,3956336244.11865,4356669034.34266,5074117544.77482,6242145880.08876,7675466449.35531,8984853005.08058,9584297284.28316,11049783871.8144,13236946233.5759,15911994817.3107,21728516153.0907,17788185478.944,17692276734.171,16251408127.5735,14824667954.3674,14991283215.7408,19462085540.2231,21765195948.189,25705296183.5037,26314313191.1826,30179954774.9899,32285573573.9185,33711069430.78,31655473663.8348,35604137422.5796,39030285468.3841,43161571527.6353,39147844526.0838,46497608724.9865,46266428648.1433,43017455401.8445,43831480207.6444,47077192187.6418,58029363354.2757,66114145451.0067,68852658068.6673,75883823300.8545,86947913286.728,101822906949.063,101154952240.881,100865329473.44,110080631332.375,106937392311.129,115739287305.08,119130841411.664,110413823841.592,111572947004.917,118540573367.844,127341147581.818,128920266409.458,121353645057.144,142022058447.231,130951926351.241,144417103249.646,154430996472.752
Morocco,MAR,"Population, total",SP.POP.TOTL,11624933,11931085,12253092,12577502,12898886,13239171,13597065,13968175,14347899,14734255,15129449,15527225,15924692,16326269,16733842,17150786,17574182,18014756,18477385,18955589,19459943,19985401,20520318,21060696,21593778,22113953,22600803,23054392,23500524,23939414,24375551,24799014,25212468,25614586,26000822,26399429,26808107,27213337,27621648,28027179,28423435,28814643,29198142,29571415,29953018,30358144,30771178,31186468,31606767,32030778,32467016,32912588,33355241,33787571,34204780,34607588,35023457,35446392,35839760,36210898,36584208,36954442,37329064,37712505,38081173
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3854856434.58062,2798696511.18156,2883161897.42651,2958108170.32061,3061646173.73938,4030146134.5706,4873663774.93019,5551118148.73836,6285219691.22462,5930685214.61595,5650154067.10346,5950769426.60213,6583526860.58062,7937255565.35765,8868504899.94673,9509835536.93373,10811456005.9405,12920340964.6544,12263894790.0125,11411894723.864,14619279988.716,16688114144.0745,17198073057.1981,17978246586.0662,16208985769.615,12069051237.1711,13264640645.7768,15017358952.8452,15512759046.672,14235420174.1884,16168055475.4449,18883528581.3734,20954220983.5473,22416650343.4786
Mozambique,MOZ,"Population, total",SP.POP.TOTL,6713695,6834936,6969364,7109828,7255061,7406421,7562990,7724550,7892613,8066951,8250506,8456317,8692935,8954242,9236093,9540817,9867209,10224975,10618250,11028809,11336221,11568127,11824370,12073822,12315954,12548949,12770578,12822574,12800558,12906842,13094537,13352090,13613316,14051192,15033853,15960530,16492480,16949982,17340464,17734506,18129653,18537729,18958338,19392475,19840313,20304569,20787087,21287635,21819036,22391745,22999235,23649039,24337846,25051611,25788475,26547572,27337105,28166393,29018644,29884380,30783688,31707800,32656246,33635160,34631766
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,545098447.640862,605581577.287066,634528872.02036,598998418.724583,411419905.846621,367053117.224523,293103478.548483,420359035.897436,559956130.283622,571854214.589142,563555630.769545,587448405.488773,662213082.741535,719754655.358964,1225589878.06809,1061107353.67232,1204699849.12592,873579931.929901,935408774.951918,952265043.438383,1038225167.05882,1111000765.28987,1481165467.83214,1381573615.2513,1304063253.04136,1478908173.26796,1582873750.32068,1562448076.65689,1541088312.25453,2013448228.72975,2115193513.29556,2069832686.98061,2411552288.76212,3163020034.63637,4432257173.6492,5289174942.53404,6123556716.81329,4722288495.66085,6459461639.30243,8486832800.88498,8905066163.58643,6477790688.22844,6777632512.0781,10467109977.6717,10567354056.4049,11986972418.5103,14502553709.8303,20182477480.5512,31862554101.9378,36906181380.8127,49540813342.4834,59977326085.9908,59937796648.2158,60269732854.827,65531374199.6663,59607290407.6191,63298361996.2153,66053040483.0016,67860515989.517,75065106227.6892,79006113643.1906,66345291160.1683,62253049891.6449,66757619000,74079772652.4286
Myanmar,MMR,"Population, total",SP.POP.TOTL,21730250,22210581,22704719,23213408,23737315,24279431,24836496,25406429,25989662,26585112,27193016,27807219,28428324,29026388,29598167,30176565,30758811,31355966,31972976,32596550,33227204,33858783,34482965,35162715,35899313,36622827,37314878,37971594,38600927,39214618,39817251,40394154,40950342,41502429,42055143,42605338,43154860,43708798,44257793,44787724,45290841,45771139,46232653,46667192,47068772,47438365,47785135,48125043,48390793,48660459,49024382,49419820,49837446,50262658,50681634,51089056,51495696,51894938,52272247,52640713,53016522,53387102,53756787,54133798,54500091
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2421990338.12083,2249908578.03115,2118710248.32937,2297400687.55049,1951260037.94542,1608237350.44365,1809048527.11034,2300068216.96898,2495094746.44024,2535135797.50766,2789921853.53112,2996869281.48364,3429521699.4026,3251188833.14533,3666503529.62911,3978514206.31168,3989163196.56767,4154989950.00393,3873109865.55683,3868551730.39163,3922232164.83175,3557341215.15159,3349169826.38896,4926439383.51425,6609205994.77406,7248374837.72056,8001779551.06323,8839536475.99963,8607431497.49471,8938847189.07592,11431412421.1316,12523359440.5499,13042053591.6857,12043307277.1235,12435430969.6301,11335161083.5061,10722018732.0936,12895153370.9132,13682019076.4022,12541928303.48,10583748541.5258,12402486183.6396,12569449123.3661,12408271447.8691,13372354268.5446
Namibia,NAM,"Population, total",SP.POP.TOTL,591465,603067,615759,629589,644530,660558,677655,696045,715542,736120,757868,780584,804399,828928,854320,881032,906566,931104,947269,962825,981434,992500,1010308,1037511,1065989,1096890,1131081,1167889,1209696,1288947,1369303,1415684,1461322,1508697,1556304,1602170,1646103,1689264,1732745,1776368,1818647,1857048,1889970,1917464,1942082,1966582,1991888,2018600,2047056,2077394,2109811,2146325,2194654,2252508,2312139,2374300,2439213,2506853,2577327,2650494,2728762,2810548,2889662,2963095,3030131
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,17570366.2224213,19009433.3072013,21734268.6915888,26529816.7841127,35994511.422255,40106775.9115117,40287427.2028236,40444701.7664602,41754147.3043086,44431330.2283313,46947124.2339833,51689636.5958435,52877742.469381,48439093.1211979,47363231.2986778,41548740.5077855,39939390.7386682,40118409.8729486,45931133.5855646,53736786.0923378,55572375.5290496,52533788.5566282,51133123.1254326,43542088.2518269,39742511.2417848,39969705.969706,37458801.2139605,37331507.2781343,29664450.9258631,27328612.6080962,26930980.3429002,22613287.5389074,21017423.6082043,24778159.5806639,30587565.7988334,30282840.1864799,29183626.7145836,23068623.4557157,37184925.3337199,44024969.9491252,47442299.2604192,65444173.7762725,100794924.670417,94385014.9425842,98752257.0453222,84383388.6448573,97276023.0784346,108862278.516511,130937589.753517,124871111.377973,124530027.301054,175513984.500084,152190818.868952,151455967.735319,160350639.549467
Nauru,NRU,"Population, total",SP.POP.TOTL,4607,4774,4979,5226,5515,5832,6043,6135,6328,6581,6710,6762,6812,6866,6923,6987,7064,7163,7298,7468,7649,7839,8040,8216,8377,8551,8742,8946,9165,9390,9622,9850,10021,10102,10137,10165,10183,10197,10198,10187,10168,10130,10082,10059,10060,10049,10034,10020,10009,10016,10043,10098,10267,10517,10742,10954,11150,11324,11477,11587,11643,11709,11801,11875,11947
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,508334413.965087,531959561.62226,574091101.194382,496947904.443033,496098775.308642,735267082.294264,906811943.824649,841974025.462659,772231386.914829,788641965.432099,865975308.641975,882765471.604938,1024098400.35619,972101724.995368,1217953546.97604,1575789254.46938,1452788984.86265,1382400000,1604162497.45945,1851250008.33333,1945916583.33333,2275583316.66667,2395423741.79762,2447174803.37791,2581207387.79709,2619913955.51556,2850782044.04306,2957255379.54315,3487009748.35638,3525225786.58691,3627560239.48997,3921476084.89072,3401211581.29176,3660041666.66667,4066775510.20408,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258377.90964,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,21573872420.7008,21703100877.1309,22162204924.5726,22731612922.1906,24360801286.7638,24524109483.5293,28971588940.364,33111525237.149,34186180699.0255,33433659301.2466,36924841394.2605,41182939600.6209,41047772331.0994,42914268286.7109
Nepal,NPL,"Population, total",SP.POP.TOTL,10123658,10318396,10521116,10729818,10946392,11173411,11408710,11652716,11906266,12167036,12436190,12710061,12989099,13275239,13568435,13870695,14177649,14499175,14839695,15190590,15553105,15922423,16297987,16689119,17085242,17477692,17868124,18250505,18638661,19057807,19524573,20036500,20609707,21180159,21717479,22245439,22741862,23219463,23680357,24125199,24546509,24946748,25328981,25688758,26016656,26309458,26565425,26788492,26990037,27173035,27341952,27464494,27534915,27589996,27672370,27823629,27955462,28011258,28079689,28414064,28966574,29475010,29715436,29694614,29651054
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,13282979014.563,14599836396.388,15847582341.1664,17193744109.0367,20232048552.8327,22721869808.1438,24741480717.0389,27143828098.7481,30097635750.982,34086038090.3986,38220884519.3888,44644730576.4411,54787070173.0294,71946639602.7117,87371810804.1643,100397061693.97,109329386564.427,127203923857.412,156089077205.133,179933827309.678,195439301706.939,164375775854.456,158712765536.024,153671294108.563,144124462912.088,144057523221.868,201157708220.903,245406949521.323,262295966105.474,258716904291.801,318799003993.707,327982316124.47,363497050125.313,354070495965.828,379688232231.505,452967334614.329,451372549019.608,417506211881.635,438612530548.767,447778514140.155,417649282153.726,432536219668.898,475529972122.746,582435617081.96,661224886143.245,688133699635.797,737593995289.411,853499460872.552,957901566041.406,878954223140.234,852464982433.335,913140741332.687,845689017065.625,883951539006.669,901556501756.467,775743675302.734,797163949289.885,848233537845.884,929733599796.862,928903005576.469,932560861701.17,1054472123449.6,1046540797548.64,1154361305398.06,1227543925316.41
Netherlands,NLD,"Population, total",SP.POP.TOTL,11486631,11638712,11805689,11965966,12127120,12294732,12456251,12598201,12729721,12877984,13038526,13194497,13328593,13439322,13545056,13666335,13774037,13856185,13941700,14038270,14149800,14247208,14312690,14367070,14424211,14491632,14572278,14665037,14760094,14848907,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441500,17533044,17700982,17877117,17994237
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,159594492.463655,164206536.445162,180036767.648861,215507162.56893,263108841.338416,358815684.071892,413985778.589656,506808996.694661,542293399.862618,637403478.492486,816652164.400241,798313521.689803,837620126.558528,846004687.758093,1047225723.57386,1182463951.21814,972564154.815131,904599869.725833,823857893.163123,796066194.738573,854820893.577136,1201321513.76667,1488093101.50275,2072775508.14796,2185082938.93078,2529440424.16648,2653780672.09555,2923883281.08579,2822243780.97543,3038728384.86634,3628440505.14193,3606968435.99917,3291131281.04099,3556304832.68104,3647802049.80911,3420032041.07385,3297734891.14661,3740056747.71979,4915353827.10576,5895008977.9531,6238629487.01331,6979155387.86792,8819917180.34265,9067619760.07073,8704438102.20142,9364350076.91225,10351448004.7674,9659151917.40484,10151382933.1594,10635035594.7528,8738203074.3957,8724568954.89799,9174048681.98577,9896402283.68587,9475655324.59495,9454629467.91408,10071349663.8484,9623318718.31459,..,..
New Caledonia,NCL,"Population, total",SP.POP.TOTL,79819,82521,85334,88050,90602,93159,95820,98587,101441,104849,109338,114514,119931,125585,131452,137462,142091,144599,146392,148132,149817,151441,153001,155003,157583,160234,162898,165650,168502,172029,176456,181238,186072,190857,195614,200379,205034,209560,214047,218527,223098,227707,232236,236678,240852,244381,247547,250725,253825,257250,261582,266543,271633,276822,281224,283168,283423,283546,283541,283606,284176,285214,287123,289870,292639
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,5536098360.49526,5721994864.23066,6133158532.21667,6699741645.07827,7340766415.01868,5706251400.19577,5917437693.37459,6016017227.09124,5228045415.27318,5814357708.51005,6495605330.94411,7911136757.06867,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20731243113.2926,23244547384.6748,24417617184.2478,24164603058.9949,24309279705.5731,21665975318.8842,24679795396.4194,30604668356.5695,40376354069.9474,45176811594.2029,43920222524.7085,45495129385.0475,42745329732.163,41649829859.6342,46775620817.4327,55314732279.1379,63918703506.9075,70140835299.0148,66075143415.4952,56227169851.0448,58762260625.8758,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111538810712.665,137188946865.584,133437126590.286,121663439315.385,146887902524.052,168484908960.078,176560711239.147,191012364176.878,201518402787.38,178224167087.99,189100085275.23,206745969246.073,211985631173.205,213006341101.869,213029554653.687,253977931814.967,249509991440.438,255194972673.122,260235932558.996
New Zealand,NZL,"Population, total",SP.POP.TOTL,2371800,2419700,2482000,2531800,2585400,2628400,2675900,2724100,2748100,2772800,2810700,2853000,2903900,2961300,3023700,3083100,3110500,3120200,3121200,3109000,3112900,3124900,3156100,3199300,3227100,3247100,3246300,3274400,3283400,3299200,3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4979200,5090200,5111300,5117100,5245000,5338500
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,227223322.141537,244144236.65331,269283803.686825,297324163.095513,347119918.158577,564290020.384288,607140010.475682,657140010.747554,692859984.612158,750000002.894903,778569938.824225,828569953.4744,878570045.450998,1092900014.79168,1521400011.53463,1581599958.5989,1836899998.94579,2226999873.71856,2127699978.78077,1567599981.69806,2144300006.18028,2474700227.04662,2454499872.03789,2753100057.78802,3117599872.08764,2683699935.36479,2885799993.91571,3851200117.77355,2630900095.60219,1013184755.57026,1009455483.87097,1488804123.71134,1792800000,1756454248.36601,3863185119.04762,4140470000,4308351902.78601,4389973489.86032,4635347385.5446,4856026259.07657,5109587049.97449,5351752034.2221,5223727302.54906,5322228350.58068,5792932838.40051,6321324279.14826,6763672380.61154,7423375014.75729,8496967596.77008,8298702489.0801,8758602232.98358,9774329332.71276,10532017231.8253,10982988249.2103,11880438824.4494,12756696261.0676,13286093388.4752,13785893007.4769,13025221974.232,12699023614.245,12726422432.4868,14209020361.8508,15634572502.2294,17805842283.8725,19693982967.5926
